2
3 6
ksjcajl A
noqqvvxaohrbfda A
agmi A
cjvnxymoccpj A
nkzednyqaffk B
jnsjtyoiammj B
bgah A
xcxscxxtapkp B
aieb B
tkbljg B
yepjagih A
vheaampc A
dzqqxiwvxpczanah B
ahek B
mbalop B
zjnoafoa A
xowatuxkhqrfcfna A
kyzrxrwmzajgj B
rvpajee A
hzpunsqzvacjn A
gvpzxxfitpcbgep B
jstgmsradei A
iefknratappc A
pnpsaacib B
abcg A
apnfsjcflp B
orsrdnalqbfkn B
srkreoapel B
vagxjbhpo B
mbghg A
sciukrfirzfamlo B
yhptnjfnrihoahga B
uqbdcj A
uwnifhatqbxadnl A
eorbicb B
tjebboak B
xkcedb B
xyujuqforyanip B
mqeadnm B
jbawmaajuxafji B
vdaeqofvguojcfpi A
zgqsiufwxlyhbblk B
rkhhkcfec B
gppixlisenfaekm B
dagaj B
ulkuaiha B
dgalmb B
rphenbngi B
gegxsfruwcadk A
bmoi A
ndetgzoagab B
rofxamik B
vxeieakek A
rtitrmrgmjqaaade A
hccddjxhorddanci B
jzmjifiebjld A
umspjbblek A
blha A
rndnsiefpaobh A
dbcfcmejbzcbff B
bdel A
wbzlwucvllbqbkfp B
vdoibfdb A
scbabdig A
szsbesbvrxbjil B
nuifnceak B
lylyuymdcbdae A
aleo B
vzrwynfdcckf B
laoxbialed A
acdee B
dechulisqagkh B
kgmklbnulagdh A
amag B
capio B
bqpavqgnechbfnf B
dcncdkblzcmabao B
acka B
ypcubljcdip A
hwzfcmeafln B
zirbbngc A
xoiqgcenn B
nizpnkvmftugaaib A
fobpmo B
jaghb A
cpysgmiukbhlc A
kpnbhlladob B
veeplbbhh A
nanck A
qhdzcbxwjkblgh B
xrmfxdkewyyakna A
urcqvybnjp B
lvqszlosaanb A
ngmzahcl A
bldlblie A
mrucvottsbzfaafa A
zfcdad B
zebpod B
qwodwjddbmcf A
bmoj B
wqzyekrufcpbgok B
zubpii A
hwhanfp A
mjzitsewqmuobbeh A
mqlblpp A
fwhhkjbanbvaoni A
rmgrbcbjho B
yofagel B
iclbiih B
csegkomukbkhh A
wqpbqslaldg B
odrjcblb A
rvytymnoanpafhh A
srwzmpiyahdn A
imvqhokbhfm A
bwcdadeh A
qptibggbeke B
pbjkkipynbndg B
dhcddp A
mzpjfkxwmcdkk B
rsgpysietbfij B
lvoidscaip B
sbdhf A
hbabgoj B
ofuaapquvcfkk A
hyijbqshbcik A
etaofm A
wltianbf B
cxfyfuhcxswpcejk A
gqqbjca B
deikbdybobb A
rwjmpjntywpahgd A
lmqokbpqrtaeac A
iymoloeucefc B
cbcg A
wmaaunivajcb A
nannb B
gdphttvzmfeajhc A
ovjibefj A
ijobami B
vcqoobqaecg B
bmng B
rdludgfkanib B
gevkmzivztqrancc B
rdaico B
kggwbtzbpel B
svigndbape B
pjgptpxdeenaddk A
vacjl B
drpadkp B
awzbjkk A
okxnwwbbnoe A
atukqmmnljbmfj B
lhxbajbjoe A
qfajko A
rmzeahak A
ycfrfbjji B
zbkbk A
wkrytbgji B
kolkzabmb B
sqkahoc A
avpjpbbfk B
atoauggfybacfd A
lnyauoonxecnaaml A
adnn B
vegajep B
jonbmal A
ericali B
ekcchzgaheb A
xaifbsgabkp B
aehm A
ubgho B
wcytoqfacga A
bcopoobfaf B
bikn B
plijvpbnkc A
ociejtcpzjbpmj A
gxfipqksquaomk A
mwyygfmblni A
ruzmwfbmkj B
lbaeh B
anak B
hbjjd A
wcekm A
kbpmf A
wxgboko B
mbmdl B
rkqmvxkisbgadga B
afca A
htbikh A
sakmm B
lirwwlsqqazapnm B
spgtlpbjfe B
iipuxybemg B
ecidbeccdpb A
arwlwfbmhb A
ljohruuwmpblch B
twnjxaafjo B
ykxyxhbagb B
jurmloaazvyamnb B
rgxxqafhi B
xrnybkdj B
nnuaptznjtlibmpj A
zcbhg A
haclj B
hoeagtaguavjcfch B
ybjak B
qkcvgrnuanan B
xekelticemp A
bapgg B
dcfne A
xmrcfmm A
sdqcdfo B
badlf A
fbcbijeaiok A
nahae B
aelg B
jdibalktnbaig A
mtrlcele A
ekaikp B
apncdanecpbdie B
qqbsqprqkgaipl A
bcbfl B
shhiibhbyahje B
ciluedblpc A
jaicf B
zvvcwjhpgaomg A
cofsejufpadeg A
uwqxddcbce A
nmoarzfqwbmjf B
blpm A
pzkvvtegalbzccof A
hlkqlanbd A
kbbjck A
xmnlcwzisrxcdla A
tdpvuyipgajbl A
plsjxpkoagzmbbpb A
wdexrnbbkna B
rbppb A
vtcubxpcaon A
hjdtabbadfp B
wwupyljqtbead B
coinnabmo B
iwovcddj B
zljrcbhl A
bxbdyynhfhbbol A
brrinivbmid B
wqjdjubmhd B
srurbieh B
uzspbcoo B
dzcqbdsxphkaffn A
zcoaogh B
fbdpp B
evbltkauwhcccn B
fdrcbkhm A
emirhqakhj B
ubfxaoizvqblom A
jdibalktnbaig B
derqdqamxftbkmn A
apbc B
vonjbpbbpp B
bsjxzkdabpkf B
ocqbkbd B
hdrwbaeb A
nqswdmihncclm A
uyajei B
okjjywawbaik B
ypxafje A
rrtbklk A
rjwxcklfsslafdh B
iwhrbepf A
hwtjqrjtmzwrakli B
giurglencceap A
dcaoof B
jzaxwnoctamkn A
mewdsbaeik B
lkadea B
cmgrlamoolakgn A
fdljvlabckb B
ckaplg A
nhiccxvanfccdgp B
nxboexiaekh B
pnsozbckk A
pgbiaadlm A
gprzknuqrpcabmd A
ylbkgi B
neapkd A
mukrlefkbapjg A
mhcxzsyqbccc B
aipkaedg B
jrbcgi B
nbeaf B
oncsauafrufbpdb B
pldghnztebdno A
faddcexafhl B
wvlbldm B
irrkzjajom A
fqhopnmaxtejbkng B
jcuovxbhkh A
tzvszfgcqbecj B
ihpijiuzbfgk B
xcebk A
yianfd B
ufhbfkk B
xyybcjd A
aaxsezbkvlcdpe A
ysbjig B
veaqzdndoqbcap B
pmjpovlhsdabjd A
wrkwgenyewakee A
dafauvygtwaiil B
kbkwycbbbad B
ailklealod A
pfsounaqbjeagbb B
ljhdbabk B
rpzxssriejjccdj B
nucepp A
ztkanai B
iniiuadnc A
mbmcnriaknn B
jsewbgno A
uxhdscvsjmcdgb A
noyltapbifd B
hkjghriavlqcbadh B
imrscdid B
bhic A
lzbabjin B
bobrtdamll A
dlafcbim A
zunrdcbmdb B
plbghe A
pnnknbgpg B
vexcfcb A
gacfdo A
iippcdhp B
iqbein A
zsdhscxkccoi A
wyeaalm B
qnatjkebgch A
roctpgysuebgol B
wahec B
vbkjm A
cjfznoemgobjpe B
jgsbmlbiag B
mzkeaiahko A
fyodwrkgbmpn B
alfl A
ssshxeqfaaga A
eicifxmbbcagam B
wsxvbbidg B
bfvxalbmdm A
vbllj A
nakpi B
cdmp B
gaoafcm B
hqsibnek A
anpwjlgxzbgne A
zxuncatbcbh A
rpvimrbnhi B
omlbeng A
andb A
bxvenhkrgbhag A
csejaine A
yomraamld B
aoid B
fqxouhdceci A
rzmibagmc B
pbilg B
rhgoplbbff B
bfbbrokavwbdfn B
qdalmk A
zwzgfcwabcn A
rjudbeca B
adyiyrxyssbnoh A
eydkycvmnuaelm A
taggbblf A
odcohrlwkacpa B
qgmggzxbkpa B
aybezlzuqpabaa A
nqxtlbewacboae A
cfej A
cdnm B
kdjctfbghf B
jixyleyhjcfkn B
hocbob B
aahtjeagck A
ulotlcggxcain A
cupwnkfbdlc A
vlbfam B
ppvwtbpkvebmbcij B
bgazvnpzkxuahca B
yfeqnhkfiahne A
rytuaascbeb A
haoem B
jdfzifcfni B
hrftbbbkj A
xxobfpc A
vcbbgi A
eqhyzzgmyegbkji B
pobegc A
ectbnnk B
ntxfjhdtlzubbhb A
mabhi B
zabjeyjpifjvameh A
jxcmgdmqbphe B
asffadpwpyadia B
oszmybafkn B
vkscelp B
qhfntqmbhah B
dqqugivaekk B
tjaobpdn A
wffamgm A
evtonlyvjoffabnb B
fmgjvcddg B
lfxwlwmbeff B
baei A
rjzcacm A
asjfiubbnl A
rtsgkhwdwbkjk B
xficalgi B
wzzjpakkk A
rlseywlaelo A
ziahgacala A
8
6 5 4 3 2 1 1 1
3
rian F
rian G
rian H
